
trial	choice1	rts1	stim1ons_sl	stim1ons_ms	choice1ons_sl	choice1ons_ms	state	choice2	rts2	stim2ons_sl	stim2ons_ms	choice2ons_sl	choice2ons_ms	SC_ID	won
182	1	0.753824	814921.063800	814921.057800	815689.150800	815689.147500	2	1	1.723828	816690.065700	816690.060300	818417.177000	818417.173800	CCNP001339	0
183	2	0.633813	820922.153500	820922.148100	821568.914100	821568.910900	3	1	1.099842	822569.822800	822569.812800	823673.026400	823673.023200	CCNP001339	1
184	1	0.223582	826176.492800	826176.470600	826408.940000	826408.936700	3	1	0.627602	827409.915400	827409.910300	828040.983600	828040.980500	CCNP001339	0
185	1	0.113762	830545.528100	830545.522900	830665.712000	830665.708600	2	1	0.890615	831666.663300	831666.658500	832561.058400	832561.055200	CCNP001339	1
186	1	0.250605	835065.505800	835065.500500	835320.911200	835320.907900	2	1	0.412167	836321.935100	836321.915400	836737.431100	836737.427800	CCNP001339	1
187	1	0.309556	839240.885000	839240.879000	839561.324800	839561.321600	3	2	0.891953	840562.207100	840562.202500	841457.620700	841457.617400	CCNP001339	1
188	1	0.072970	843961.001800	843960.996400	844041.362700	844041.359300	2	1	0.778568	845042.344500	845042.335200	845825.318800	845825.314700	CCNP001339	0
189	2	0.153715	848329.244500	848329.239300	848489.049600	848489.046500	2	1	0.635884	849489.989600	849489.984400	850129.250800	850129.247500	CCNP001339	0
190	2	0.067196	852633.941500	852633.933600	852705.454700	852705.451500	3	2	0.603201	853706.413000	853706.393100	854312.905000	854312.901900	CCNP001339	1
191	2	0.283297	856817.130200	856817.125200	857105.116000	857105.112900	2	2	0.851330	858106.082600	858106.077600	858960.831300	858960.827700	CCNP001339	1
192	2	0.299099	861465.971500	861465.966300	861769.226900	861769.223700	3	2	0.291744	862770.197300	862770.192100	863065.201000	863065.197900	CCNP001339	1
193	2	0.240173	865570.249300	865570.244500	865825.390800	865825.387600	3	2	0.468154	866826.248900	866826.243700	867298.050800	867298.047500	CCNP001339	0
194	2	0.078914	869801.950200	869801.907700	869897.547000	869897.543700	3	2	0.787049	870898.489300	870898.469700	871689.112700	871689.109600	CCNP001339	0
195	1	0.231052	874193.618600	874193.613200	874433.114900	874433.111600	2	2	0.378562	875434.031900	875434.027200	875816.882800	875816.879200	CCNP001339	1
196	1	0.890038	878321.756800	878321.751400	879225.527300	879225.524000	2	2	0.443206	880226.590000	880226.584500	880673.259000	880673.255800	CCNP001339	0
197	1	0.208039	883177.715300	883177.709900	883393.518200	883393.514800	2	2	0.724317	884394.523000	884394.517900	885122.206700	885122.203300	CCNP001339	1
198	1	0.261633	887625.851900	887625.846700	887897.104500	887897.101200	2	2	0.338717	888898.044000	888898.038500	889241.332300	889241.328000	CCNP001339	1
199	1	0.105409	891745.937100	891745.931900	891857.343400	891857.340200	2	2	0.323058	892858.399700	892858.394700	893184.997200	893184.993400	CCNP001339	0
200	1	0.010951	895688.874700	895688.869100	895712.840700	895712.836700	2	2	0.332370	896713.710900	896713.705200	897049.166700	897049.163700	CCNP001339	1
