
trial	choice1	rts1	stim1ons_sl	stim1ons_ms	choice1ons_sl	choice1ons_ms	state	choice2	rts2	stim2ons_sl	stim2ons_ms	choice2ons_sl	choice2ons_ms	SC_ID	won
172	1	0.340131	689779.074500	689779.069300	690123.524800	690123.521700	2	2	0.476156	691124.478000	691124.473500	691603.903100	691603.899700	CCNP001684	0
173	1	0.007964	694107.442700	694107.437800	694123.629000	694123.625700	2	2	0.148084	695124.575600	695124.571000	695276.120800	695276.117500	CCNP001684	1
174	1	0.212131	697779.534700	697779.529900	697995.551600	697995.548400	2	2	0.051646	698996.466100	698996.461300	699051.545600	699051.542400	CCNP001684	1
175	1	0.148897	701554.989900	701554.984800	701715.437800	701715.433600	3	2	0.131683	702716.380200	702716.375600	702851.450700	702851.447500	CCNP001684	0
176	1	0.389788	705355.116000	705355.110600	705755.561800	705755.558800	2	2	0.547402	706756.550500	706756.545900	707307.289900	707307.286400	CCNP001684	1
177	1	0.163227	709810.470000	709810.465200	709979.948900	709979.932100	2	2	0.410522	710980.848600	710980.843900	711395.380300	711395.376500	CCNP001684	1
178	1	0.296126	713899.113000	713899.107700	714211.734300	714211.730800	2	2	0.362883	715212.640800	715212.636200	715579.648600	715579.644200	CCNP001684	1
179	1	0.080800	718083.171100	718083.166100	718179.942400	718179.939100	3	1	0.387236	719180.880000	719180.875300	719571.498600	719571.495400	CCNP001684	0
180	1	0.201136	722075.061300	722075.056200	722283.778700	722283.775400	2	2	0.570819	723284.711400	723284.706800	723859.408800	723859.405300	CCNP001684	1
181	1	0.212811	726362.821200	726362.816200	726579.657900	726579.654600	3	1	0.587596	727580.572200	727580.567300	728171.543800	728171.540600	CCNP001684	1
182	1	0.192930	730674.867500	730674.862600	730875.589700	730875.586700	2	2	0.292167	731876.475300	731876.470400	732172.024100	732172.020700	CCNP001684	1
183	1	0.240689	734675.549700	734675.544500	734923.404100	734923.400200	3	1	0.331712	735924.270700	735924.266200	736259.284100	736259.280600	CCNP001684	1
184	1	0.220036	738762.682900	738762.677600	738987.627400	738987.622700	3	1	0.387658	739988.487400	739988.482900	740379.568900	740379.565700	CCNP001684	1
185	1	0.191989	742883.099200	742883.093900	743091.437700	743091.434200	2	1	0.171795	744092.320400	744092.315700	744267.501100	744267.497900	CCNP001684	0
186	2	0.053072	746771.090900	746771.085400	746835.542300	746835.539000	3	1	0.267811	747836.545600	747836.540400	748107.648900	748107.645800	CCNP001684	1
187	2	0.187093	750611.047200	750611.042300	750803.325400	750803.321600	3	1	0.347562	751804.290100	751804.285200	752155.403600	752155.400100	CCNP001684	0
188	1	0.209916	754658.853600	754658.848600	754875.612700	754875.609600	2	2	0.283679	755876.485000	755876.480400	756163.488600	756163.485500	CCNP001684	1
189	1	0.217366	758667.339800	758667.334600	758899.729700	758899.726300	2	2	0.307453	759900.631700	759900.627100	760211.344100	760211.341000	CCNP001684	1
190	1	0.308924	762715.119500	762715.109800	763027.263900	763027.260700	2	1	0.676181	764028.191600	764028.187100	764707.656100	764707.652300	CCNP001684	1
191	1	0.436294	767211.068200	767211.063100	767651.895800	767651.892500	3	1	0.531860	768652.795100	768652.790200	769188.033500	769188.030200	CCNP001684	0
192	1	0.208616	771691.405600	771691.400800	771907.900100	771907.896800	2	2	0.387280	772908.818400	772908.814000	773299.492900	773299.489500	CCNP001684	0
193	1	0.147972	775802.934200	775802.928600	775963.851600	775963.848300	3	2	0.763521	776964.732400	776964.727600	777731.528400	777731.511700	CCNP001684	1
194	2	0.234559	780234.945200	780234.940100	780483.706400	780483.703000	2	1	0.602805	781484.623700	781484.619000	782091.383200	782091.378800	CCNP001684	0
195	2	0.212876	784594.694100	784594.689300	784811.829600	784811.826100	2	2	0.235329	785812.729300	785812.724900	786051.613900	786051.610400	CCNP001684	1
196	1	0.206012	788555.048500	788555.043300	788771.750300	788771.747000	2	2	0.347486	789772.668000	789772.663400	790123.512100	790123.508300	CCNP001684	1
197	1	0.187412	792627.036500	792627.028200	792819.999300	792819.996000	2	2	0.235229	793821.007300	793821.001100	794059.655700	794059.652600	CCNP001684	1
198	1	0.131074	796563.065400	796563.059900	796699.469600	796699.466400	3	2	0.219002	797700.359800	797700.355200	797923.255400	797923.251900	CCNP001684	1
199	1	0.154810	800426.641600	800426.636500	800587.434300	800587.431200	2	2	0.235229	801588.304700	801588.300200	801827.423000	801827.419500	CCNP001684	0
200	2	0.259199	804331.164300	804331.159300	804595.784900	804595.780800	3	2	0.306773	805596.711300	805596.706700	805907.601200	805907.596900	CCNP001684	0
