
trial	choice1	rts1	stim1ons_sl	stim1ons_ms	choice1ons_sl	choice1ons_ms	state	choice2	rts2	stim2ons_sl	stim2ons_ms	choice2ons_sl	choice2ons_ms	SC_ID	won
170	1	0.661765	1022840.101300	1022840.095800	1023512.632600	1023512.629200	2	1	1.266655	1024513.520900	1024513.516200	1025783.850900	1025783.847000	CCNP001689	0
171	1	0.411485	1028288.281900	1028288.276800	1028712.320800	1028712.317400	3	1	0.443837	1029713.161900	1029713.157300	1030160.505400	1030160.501400	CCNP001689	1
172	1	0.699660	1032663.908500	1032663.903300	1033368.246800	1033368.243600	2	1	0.419529	1034369.103200	1034369.098600	1034792.303200	1034792.298900	CCNP001689	0
173	2	1.403115	1037295.894700	1037295.890000	1038703.797700	1038703.794600	2	2	0.515298	1039704.698500	1039704.693700	1040224.185800	1040224.181600	CCNP001689	0
174	2	0.321954	1042728.082500	1042728.077300	1043056.015400	1043056.012000	3	0	0.000000	1044056.877200	1044056.872800	0.000000	0.000000	CCNP001689 
175	2	0.283910	1048060.121200	1048060.116100	1048352.058800	1048352.041600	2	2	2.418992	1049352.972800	1049352.967900	1051776.036800	1051776.032500	CCNP001689	0
176	1	0.243412	1054279.512900	1054279.507800	1054528.222600	1054528.218400	2	1	0.547346	1055529.114300	1055529.109800	1056080.011300	1056080.007600	CCNP001689	0
177	1	0.047680	1058584.053400	1058584.047900	1058648.574700	1058648.571300	2	1	1.890849	1059649.465800	1059649.461100	1061544.381300	1061544.377900	CCNP001689	1
178	1	0.523969	1064048.058700	1064048.053400	1064575.961000	1064575.957500	3	1	0.515917	1065576.807200	1065576.802800	1066096.272700	1066096.269400	CCNP001689	0
179	1	0.294839	1068600.709100	1068600.702300	1068912.428200	1068912.424900	2	1	0.707311	1069913.299200	1069913.294300	1070624.112700	1070624.109500	CCNP001689	1
180	2	0.170274	1073128.719200	1073128.714200	1073304.377000	1073304.373700	2	2	0.411316	1074305.292000	1074305.287400	1074720.130000	1074720.126800	CCNP001689	1
181	2	0.238471	1077223.630100	1077223.624100	1077472.673100	1077472.669600	3	2	0.387016	1078473.597500	1078473.593200	1078864.170700	1078864.167500	CCNP001689	0
182	1	0.344637	1081368.234500	1081368.228000	1081728.752300	1081728.748800	2	1	0.330977	1082729.555900	1082729.551400	1083064.041900	1083064.038800	CCNP001689	1
183	2	0.367178	1085567.670100	1085567.664100	1085952.361400	1085952.357300	3	1	0.435590	1086953.286600	1086953.281900	1087392.322800	1087392.319700	CCNP001689	0
184	2	0.283073	1089895.819100	1089895.814200	1090184.017500	1090184.014100	3	2	0.444008	1091184.931600	1091184.926900	1091632.227200	1091632.223900	CCNP001689	0
185	2	0.393085	1094135.989900	1094135.983300	1094543.988400	1094543.985300	3	2	0.523927	1095544.844000	1095544.839700	1096072.246800	1096072.243500	CCNP001689	0
186	2	0.288547	1098576.666300	1098576.661100	1098872.707100	1098872.703900	3	2	0.546883	1099873.666500	1099873.662100	1100424.009200	1100424.005700	CCNP001689	1
187	1	0.521336	1102927.529200	1102927.524200	1103455.907900	1103455.904400	2	1	0.387709	1104456.768300	1104456.763600	1104848.034200	1104848.031100	CCNP001689	1
188	1	0.592777	1107351.722200	1107351.717300	1107960.469700	1107960.465200	2	1	0.595049	1108961.467800	1108961.462600	1109560.116600	1109560.113500	CCNP001689	0
189	1	0.554908	1112064.093700	1112064.087700	1112625.736700	1112625.732500	3	1	0.890200	1113626.580500	1113626.575800	1114520.282900	1114520.279700	CCNP001689	0
190	2	0.782283	1117023.600400	1117023.594500	1117816.705800	1117816.700200	3	2	0.603277	1118817.592000	1118817.572800	1119424.638600	1119424.635400	CCNP001689	0
191	2	0.426539	1121927.960700	1121927.955500	1122360.606400	1122360.602900	3	2	2.091786	1123361.502900	1123361.498200	1125456.569100	1125456.565700	CCNP001689	0
192	2	0.408998	1127961.133200	1127961.128100	1128376.418100	1128376.414800	3	2	1.900229	1129377.275900	1129377.271300	1131280.755300	1131280.751800	CCNP001689	0
193	2	0.607799	1133785.061200	1133785.056000	1134408.534700	1134408.531400	3	2	1.435147	1135409.456600	1135409.437200	1136848.218800	1136848.215600	CCNP001689	0
194	2	0.848574	1139351.745600	1139351.739800	1140216.248400	1140216.244900	2	2	1.834524	1141217.485300	1141217.480400	1143056.023300	1143056.019600	CCNP001689	1
195	2	0.416625	1145559.426800	1145559.420800	1145984.425200	1145984.421900	3	2	0.683374	1146985.254700	1146985.250300	1147672.194500	1147672.191400	CCNP001689	1
196	2	0.824147	1150175.834100	1150175.828900	1151008.346100	1151008.342900	3	2	1.219870	1152009.131800	1152009.126700	1153232.325000	1153232.320400	CCNP001689	1
197	1	0.609270	1155735.664400	1155735.659800	1156360.126000	1156360.122600	2	1	0.403760	1157361.076500	1157361.070700	1157768.588000	1157768.584400	CCNP001689	0
198	2	0.907714	1160272.148200	1160272.143300	1161192.140000	1161192.136800	2	2	2.124031	1162193.075000	1162193.070400	1164320.563100	1164320.559700	CCNP001689	0
199	1	0.678727	1166824.725000	1166824.720200	1167513.062300	1167513.059100	2	1	2.154909	1168513.992300	1168513.987600	1170672.372200	1170672.369000	CCNP001689	1
200	1	0.487707	1173175.815100	1173175.810400	1173672.034600	1173672.031500	2	1	0.676295	1174672.903200	1174672.898600	1175352.729300	1175352.726100	CCNP001689	0
